"Security_ID","BDC_Name","FV_Percentage_Cost","FV_Per_Par","Non_Accrual","Security_Type","Non_Qualifying","Loan_Tenure","FV_Percentage_Cost_Q1","FV_Per_Par_Q1","Non_Accrual_Q1","Security_Type_Q1","Non_Qualifying_Q1","Loan_Tenure_Q1","FV_Percentage_Cost_Q2","FV_Per_Par_Q2","Non_Accrual_Q2","Security_Type_Q2","Non_Qualifying_Q2","Loan_Tenure_Q2"
"'5b62c55a9a341","Ares Capital Corporation","91.16","88.4675","0","First Lien Senior Secured","0","-27","89.9825","88.4425","0","First Lien Senior Secured","0","-27","92.338571428571","90.45","0","First Lien Senior Secured","0","-27"
"'6007de03b4125","AB Private Credit Investors Corporation","47.08","45.2","1","First Lien Senior Secured","0","-20","48.365","46","0","First Lien Senior Secured","0","-20","56.825","54","0","First Lien Senior Secured","0","-20"
"'5f2ab58a79af8","Owl Rock Capital Corporation II","104.92","99.22","0","First Lien Senior Secured","0","10","104.92","99.22","0","First Lien Senior Secured","0","10","104.1","98.45","0","First Lien Senior Secured","0","10"
"'5af925d9500fb","Owl Rock Capital Corporation","106.38","98.99","0","First Lien Senior Secured","0","10","105.83","98.24","0","First Lien Senior Secured","0","10","103.94","96.23","0","First Lien Senior Secured","0","11"
"'5a7c4af666fee","Golub Capital BDC 3, Inc.","","","0","","0","","","","0","","0","","100.672","100","0","First Lien Senior Secured","0","-33"
"'5eb273c2ca260","Owl Rock Capital Corporation","101.47","100","0","First Lien Senior Secured","0","6","101.51","100","0","First Lien Senior Secured","0","6","101.4","100","0","First Lien Senior Secured","0","6"
"'5f33dfc6151db","Newtek Business Services Corp.","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39"
"'5ff5963af0535","Golub Capital BDC 3, Inc.","","","0","First Lien Senior Secured","0","-2","","","0","First Lien Senior Secured","0","-2","","","0","First Lien Senior Secured","0","-2"
"'5ff821a8d163e","Golub Capital BDC 3, Inc.","101.54714285714","100","0","First Lien Senior Secured","1","-21","83.532857142857","91.421428571429","0","First Lien Senior Secured","0","-21","76.41","85.944","0","First Lien Senior Secured","0","-21"
"'60000efd643e6","Blackrock TCP Capital Corp.","101.85","100.81","0","First Lien Senior Secured","0","-8","101.12","100","0","First Lien Senior Secured","0","-8","100.22","99.1","0","First Lien Senior Secured","0","-27"
"'60240541d3779","Ares Capital Corporation","99.23","99.23","0","First Lien Senior Secured","0","15","99.23","99.23","0","First Lien Senior Secured","0","15","","","0","","0",""
"'5eb25dcaa46c0","Ares Capital Corporation","100","100","0","First Lien Senior Secured","0","18","100","100","0","First Lien Senior Secured","0","18","100","100","0","First Lien Senior Secured","0","18"
"'5ff83eef05253","Golub Capital BDC 3, Inc.","100.665","100","0","First Lien Senior Secured","0","-11","100.7325","100","0","First Lien Senior Secured","0","-11","101.05","100","0","First Lien Senior Secured","0","-11"
"'5c910ff0a2456","Newtek Business Services Corp.","90.32","90.32","0","First Lien Senior Secured","0","39","90.53","90.53","0","First Lien Senior Secured","0","39","87.58","87.58","0","First Lien Senior Secured","0","39"
"'5ebe8519ae2aa","Trinity Capital Inc","","","0","","0","","99.686666666667","77.6","0","First Lien Senior Secured","0","-39.3333","99.166666666667","105.83666666667","0","First Lien Senior Secured","0","-39.3333"
"'5f3a67372de18","Steele Creek Capital Corporation","105.75","101.81","0","First Lien Senior Secured","0","-7","104.7","100.8","0","First Lien Senior Secured","0","-7","102.85","98.92","0","First Lien Senior Secured","0","-7"
"'5c90ea1ef2900","Newtek Business Services Corp.","108.12","108.12","0","First Lien Senior Secured","0","217","108.24","108.24","0","First Lien Senior Secured","0","217","108.29","108.29","0","First Lien Senior Secured","0","217"
"'5f33e6c3597c2","Newtek Business Services Corp.","","","0","","0","","","100","0","First Lien Senior Secured","0","-38","","100","0","First Lien Senior Secured","0","-38"
"'593a4d05794c3","MSC Income Fund, Inc. (f.k.a HMS Income Fund, Inc.)","97.77","97.5","0","First Lien Senior Secured","0","-14","90.31","89.99","0","First Lien Senior Secured","0","-14","90.36","90","0","First Lien Senior Secured","0","-38"
"'5dc27b07b7fdd","Capital Southwest Corporation","101.86","100","0","First Lien Senior Secured","0","-13","101.95","100","0","First Lien Senior Secured","0","-13","102.09","100","0","First Lien Senior Secured","0","-13"
"'5e70d9c218c49","Newtek Business Services Corp.","93.39","93.39","0","First Lien Senior Secured","0","51","93.36","93.36","0","First Lien Senior Secured","0","51","90.67","90.67","0","First Lien Senior Secured","0","51"
"'5919a177b954a","Business Development Corporation of America","49.95","48.8","0","First Lien Senior Secured","0","-26","51.9","50.7","0","First Lien Senior Secured","0","-26","66.02","64.49","0","First Lien Senior Secured","0","-26"
"'5fffeefd5d344","Sierra Income Corporation","99.74","95.87","0","First Lien Senior Secured","0","-21","96.08","92","0","First Lien Senior Secured","0","-21","94.36","90","0","First Lien Senior Secured","0","-21"
"'5e3bc1c3a5ab1","PennantPark Floating Rate Capital Ltd.","97.79","97","0","First Lien Senior Secured","1","2","97.83","97","0","First Lien Senior Secured","1","2","97.87","97","0","First Lien Senior Secured","1","2"
"'5d516fdd1d40b","Newtek Business Services Corp.","114.12","114.12","0","First Lien Senior Secured","0","225","114.25","114.25","0","First Lien Senior Secured","0","225","112.25","112.25","0","First Lien Senior Secured","0","225"
"'5eb27973501dd","TCG BDC, Inc","101.39","100.55","0","First Lien Senior Secured","0","4","101.4","100.42","0","First Lien Senior Secured","0","4","101.48","100.49","0","First Lien Senior Secured","0","4"
"'591af70f838b6","Newtek Business Services Corp.","","","0","First Lien Senior Secured","0","-128","","","0","First Lien Senior Secured","0","-128","","","1","First Lien Senior Secured","0","-128"
"'60950b0f0bb7d","Fidus Investment Corporation","100","99.51","0","Subordinated","0","12","","","0","","0","","","","0","","0",""
"'5af432e34251f","Morgan Stanley Direct Lending Fund","101.89","100","0","Second Lien Senior Secured","1","4","100","98.06","0","Second Lien Senior Secured","1","4","","","0","","0",""
"'5fab8e1032645","Barings Capital Investment Corporation","","","0","","0","","","","0","","0","","104.3","88.89","0","First Lien Senior Secured","0","-22"
"'59d7283beb1a7","Newtek Business Services Corp.","91.96","91.96","0","First Lien Senior Secured","0","35","92.05","92.05","0","First Lien Senior Secured","0","35","86.72","86.72","0","First Lien Senior Secured","0","35"
"'5919a29896b6a","SLR Investment Corp.","91.76","91.5","0","First Lien Senior Secured","0","-32","91.3","91","0","First Lien Senior Secured","0","-32","90.33","90","0","First Lien Senior Secured","0","-32"
"'5ebcfdfea9660","AG Twin Brook BDC, Inc.","","","0","Subordinated","0","-1","","100","0","Subordinated","0","-1","","116.67","0","Subordinated","0","-1"
"'5ffd7411b1573","FS KKR Capital Corp. II","100","100","0","First Lien Senior Secured","0","-9","98.21","98.21","0","First Lien Senior Secured","0","-9","98.44","98.44","0","First Lien Senior Secured","0","-9"
"'5f212b373cfcf","Horizon Technology Finance Corporation","100","98.71","0","First Lien Senior Secured","0","-6","100","98.63","0","First Lien Senior Secured","0","-6","100","97.96","0","First Lien Senior Secured","0","-6"
"'5e70d69eacc99","Newtek Business Services Corp.","97.415","97.415","0","First Lien Senior Secured","0","51","97.46","97.46","0","First Lien Senior Secured","0","51","101.67","101.67","0","First Lien Senior Secured","0","51"
"'59159a4db732d","Newtek Business Services Corp.","41.305","93.39","0","First Lien Senior Secured","0","22.5","93.435","93.435","0","First Lien Senior Secured","0","22.5","90.11","90.11","0","First Lien Senior Secured","0","22.5"
"'5f33eb6fdf1e7","Newtek Business Services Corp.","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39"
"'59199ed090063","Newtek Business Services Corp.","93.86","93.86","0","First Lien Senior Secured","0","177","93.8","93.8","0","First Lien Senior Secured","0","177","93.79","93.79","0","First Lien Senior Secured","0","177"
"'5fb37c9494e97","Venture Lending & Leasing IX, Inc.","100","96.17","0","First Lien Senior Secured","0","-27","100","95.8","0","First Lien Senior Secured","0","-27","100","95.07","0","First Lien Senior Secured","0","-27"
"'59d71dfd18296","Newtek Business Services Corp.","29.44","29.44","1","First Lien Senior Secured","0","56","29.14","29.14","1","First Lien Senior Secured","0","56","28.39","28.39","1","First Lien Senior Secured","0","56"
"'5ebe85d0b3fc7","Trinity Capital Inc","101.035","105.02","0","First Lien Senior Secured","0","-26","100.565","103.52","0","First Lien Senior Secured","0","-26","99.615","101.54","0","First Lien Senior Secured","0","-26"
"'5b6a8c459130f","Business Development Corporation of America","100.24","99.94","0","First Lien Senior Secured","0","21","99.81","99.5","0","First Lien Senior Secured","0","-2","98.71","98.37","0","First Lien Senior Secured","0","-2"
"'5c5c1c21498b0","Golub Capital BDC 3, Inc.","102.736","101.932","0","First Lien Senior Secured","1","-9","102.132","101.382","0","First Lien Senior Secured","1","-9","100.3825","99.5525","0","First Lien Senior Secured","1","-9"
"'5d4ad06035659","Apollo Investment Corporation","99.47","99.46","0","First Lien Senior Secured","0","-41","98.94","98.94","0","First Lien Senior Secured","0","-41","98.43","98.43","0","First Lien Senior Secured","0","-41"
"'5c90f78985137","Newtek Business Services Corp.","90.91","90.91","0","First Lien Senior Secured","0","39","91.11","91.11","0","First Lien Senior Secured","0","39","87.77","87.77","0","First Lien Senior Secured","0","39"
"'5f33b5525ba51","Newtek Business Services Corp.","100","100","0","First Lien Senior Secured","0","-39","100","100","0","First Lien Senior Secured","0","-39","100","100","0","First Lien Senior Secured","0","-39"
"'5f2a702951313","Capital Southwest Corporation","96.905","96.905","0","First Lien Senior Secured","0","-28","96.935","96.895","0","First Lien Senior Secured","0","-28","100.05","100.015","0","First Lien Senior Secured","0","-28"
"'5d564dabf0bf5","Venture Lending & Leasing VIII, Inc","100","97.743333333333","0","First Lien Senior Secured","0","-31.3333","100","97.396666666667","0","First Lien Senior Secured","0","-31.3333","100","96.993333333333","0","First Lien Senior Secured","0","-31.3333"
"'5f33a5f5b19cb","Owl Rock Technology Finance Corp.","119.75","119.5","0","Subordinated","0","21","103.58","102.75","0","Subordinated","0","21","103.23","101.75","0","Subordinated","0","21"
"'5f33e062d878e","Newtek Business Services Corp.","","100","0","First Lien Senior Secured","0","-38","","100","0","First Lien Senior Secured","0","-38","","100","0","First Lien Senior Secured","0","-38"
"'6040d7f26c780","Blackstone Private Credit Fund","101.375","98.695","0","First Lien Senior Secured","0","9","","","0","","0","","","","0","","0",""
"'5ffeaa5f4fc78","Ares Capital Corporation","","","0","","0","","100","100","0","First Lien Senior Secured","0","0","100","100","0","First Lien Senior Secured","0","0"
"'6063467fa2b1d","Newtek Business Services Corp.","106.89","106.89","0","First Lien Senior Secured","0","243","106.96","106.96","0","First Lien Senior Secured","0","243","","","0","","0",""
"'608bb450548b0","Hercules Capital, Inc.","100","100","1","Subordinated","0","-20","","","0","","0","","","","0","","0",""
"'5f33da0e95297","Newtek Business Services Corp.","","","0","","0","","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39"
"'59158f1a34a04","Newtek Business Services Corp.","117.98","117.98","0","First Lien Senior Secured","0","180","117.58","117.58","0","First Lien Senior Secured","0","180","118.32","118.32","0","First Lien Senior Secured","0","180"
"'6063447af16b5","Newtek Business Services Corp.","84.73","84.73","0","First Lien Senior Secured","0","62","85","85","0","First Lien Senior Secured","0","62","","","0","","0",""
"'5af924a6e9e63","Business Development Corporation of America","101.76","100","0","First Lien Senior Secured","0","-5","98.79","97.566666666667","0","First Lien Senior Secured","0","-9","100.705","100","0","First Lien Senior Secured","0","-11"
"'5aafc15397099","Newtek Business Services Corp.","97.8","97.8","1","First Lien Senior Secured","0","27","103.89","103.89","0","First Lien Senior Secured","0","27","103.37","103.37","0","First Lien Senior Secured","0","27"
"'5be54b597add2","Guggenheim Credit Income Fund","103.28","98.11","0","First Lien Senior Secured","1","-5","103.23","97.76","0","First Lien Senior Secured","1","-5","100.38","94.8","0","First Lien Senior Secured","1","-5"
"'6001209c21273","Crescent Capital BDC, Inc","99.88","95","0","First Lien Senior Secured","0","-33","95.89","91.2","0","First Lien Senior Secured","0","-33","97.79","93","0","First Lien Senior Secured","0","-33"
"'5ffc0ba6e29e5","Apollo Investment Corporation","","","0","First Lien Senior Secured","0","-29","","","0","First Lien Senior Secured","0","-29","","","0","First Lien Senior Secured","0","-47"
"'5ffeb1d89fedd","Ares Capital Corporation","92.385","92.385","0","First Lien Senior Secured","0","-10","85.593333333333","85.593333333333","0","First Lien Senior Secured","0","-10","90.89","90.89","0","First Lien Senior Secured","0","-10"
"'60924289a6b82","SL Investment Corp.","100","98.03","0","First Lien Senior Secured","1","4","","","0","","0","","","","0","","0",""
"'5e70b2c1169f6","Newtek Business Services Corp.","106.08","106.08","0","First Lien Senior Secured","0","231","106.14","106.14","0","First Lien Senior Secured","0","231","105.95","105.95","0","First Lien Senior Secured","0","231"
"'600800c3a7f7f","WhiteHorse Finance, Inc.","100.48","100","0","First Lien Senior Secured","0","-23","100.52","100","0","First Lien Senior Secured","0","-23","100.58","100","0","First Lien Senior Secured","0","-23"
"'60126ad2f2829","TCW Direct Lending VII LLC","100.66","100","0","First Lien Senior Secured","0","-23","99.02","98.3","0","First Lien Senior Secured","0","-23","96.87","96.1","0","First Lien Senior Secured","0","-23"
"'5eb54bab1c080","Audax Credit BDC Inc.","98.93","98.82","0","First Lien Senior Secured","0","3","99.08","98.96","0","First Lien Senior Secured","0","3","97.22","97.1","0","First Lien Senior Secured","0","3"
"'5a044f52abcfd","Newtek Business Services Corp.","99.17","99.17","0","First Lien Senior Secured","0","28","97.175","97.175","0","First Lien Senior Secured","0","28","91.1","91.1","0","First Lien Senior Secured","0","28"
"'60238fc66f867","PennantPark Floating Rate Capital Ltd.","","","0","","0","","","","0","First Lien Senior Secured","0","-32","","","0","","0",""
"'606318ce343a4","Newtek Business Services Corp.","97.95","97.95","0","First Lien Senior Secured","0","39","97.73","97.73","0","First Lien Senior Secured","0","39","96.09","96.09","0","First Lien Senior Secured","0","39"
"'5919a00988148","CION Investment Corporation","109.28333333333","98.073333333333","0","First Lien Senior Secured","0","-47","104.23666666667","96.603333333333","0","First Lien Senior Secured","0","-47","98.163333333333","92.976666666667","0","First Lien Senior Secured","0","-50"
